-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.436 0.5576
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.436 0.5576
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.457 0.5788
-0.411 0.5788
-0.375 0.5788
-0.344 0.5788
-0.344 0.5788
-0.311 0.5788
-0.231 0.5788
-0.169 0.5788
-0.169 0.5788
-0.148 0.5576
-0.108 0.5173
-0.108 0.5173
-0.108 0.5173
-0.108 0.5173
-0.108 0.5173
-0.169 0.5173
-0.108 0.5173
-0.169 0.5173
-0.108 0.5173
-0.169 0.5173
-0.108 0.5173
-0.108 0.5173
-0.108 0.5173
-0.108 0.5173
-0.169 0.5173
-0.169 0.5173
-0.189 0.5384
-0.189 0.5384
-0.169 0.5173
-0.169 0.5173
-0.283 0.5173
-0.294 0.4980
-0.359 0.4788
-0.323 0.4269
-0.200 0.2692
-0.085 0.1211
-0.027 0.0326
-0.002 0.0038
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
-0.031 -0.031
-0.221 -0.221
-0.375 -0.375
-0.375 -0.375
-0.375 -0.375
-0.329 -0.329
-0.083 -0.083
-0.010 -0.010
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
0.0 0.0
-0.039 -0.039
-0.039 -0.039
-1.0 -1.0
-1.0 -1.0
-1.0 -1.0
-1.0 -1.0
-0.290 -0.290
-0.290 -0.290
0.0 0.0
