0.0 0.0
0.0 0.0019
-0.006 0.0076
-0.020 0.0211
-0.043 0.0442
-0.062 0.0634
-0.121 0.1211
-0.175 0.175
-0.256 0.2576
-0.319 0.3192
-0.377 0.3788
-0.409 0.4096
-0.517 0.5173
-0.622 0.6230
-0.668 0.6692
-0.668 0.6692
-0.743 0.7423
-0.743 0.7423
-0.795 0.7942
-0.795 0.7942
-0.795 0.7942
-0.795 0.7942
-0.795 0.7942
-0.795 0.7942
-0.795 0.7942
-0.795 0.7942
-0.795 0.7942
-0.795 0.7942
-0.795 0.7942
-0.795 0.7942
-0.743 0.7423
-0.743 0.7423
-0.668 0.6692
-0.617 0.6230
-0.613 0.6230
-0.611 0.6230
-0.607 0.6230
-0.594 0.6230
-0.586 0.6230
-0.578 0.6230
-0.555 0.6230
-0.536 0.6230
-0.519 0.6230
-0.519 0.6230
-0.519 0.6230
-0.519 0.6230
-0.519 0.6230
-0.519 0.6230
-0.519 0.6230
-0.501 0.6230
-0.501 0.6230
-0.501 0.6230
-0.501 0.6230
-0.501 0.6230
-0.501 0.6230
-0.501 0.6230
-0.501 0.6230
-0.501 0.6230
-0.501 0.6230
-0.501 0.6230
-0.501 0.6230
-0.501 0.6230
-0.501 0.6230
-0.501 0.6230
-0.501 0.6230
-0.501 0.6230
-0.501 0.6230
-0.501 0.6230
-0.501 0.6230
-0.501 0.6230
-0.480 0.6230
-0.480 0.6230
-0.501 0.6230
-0.480 0.6230
-0.480 0.6230
-0.480 0.6230
-0.480 0.6230
-0.480 0.6230
-0.480 0.6230
-0.455 0.6230
-0.455 0.6230
-0.455 0.6230
-0.455 0.6230
-0.455 0.6230
-0.455 0.6230
-0.455 0.6230
-0.419 0.6230
-0.455 0.6230
-0.419 0.6230
-0.419 0.6230
-0.419 0.6230
-0.419 0.6230
-0.419 0.6230
-0.419 0.6230
-0.419 0.6230
-0.419 0.6230
-0.419 0.6230
-0.419 0.6230
-0.419 0.6230
-0.419 0.6230
-0.419 0.6230
-0.419 0.6230
-0.419 0.6230
-0.419 0.6230
-0.455 0.6230
-0.419 0.6230
-0.419 0.6230
-0.455 0.6230
-0.419 0.6230
-0.419 0.6230
-0.419 0.6230
-0.419 0.6230
-0.419 0.6230
-0.419 0.6230
-0.419 0.6230
-0.419 0.6230
-0.419 0.6230
-0.419 0.6230
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.375 0.5788
-0.411 0.5788
-0.436 0.5788
-0.457 0.5788
-0.436 0.5788
